chunk_text,source,row
"제목: 달바글로벌
부제: 불편함을 다 반영한 주가
날짜: 2025-10-22
작성자: 박현진
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920265&messageNumber=25158
본문: 신한생각 더 잘할까봐 올려본 실적 기대치 추가 하향 당사 추정치 포함 시장 눈높이 높았으나 이후 꾸준히 컨센서스 조정 중.",data/clean_data.csv,0
"신규 상장 기업 특성상 오버행 부담도 있으나 상장 6개월여 지나면서 오버행 부담은 완화 국면. 단일 아이템에 대한 의존도 낮추면서 해외 유통 채널 다각화 통해 내년에도 50 이상 성장률 유지될 전망 3Q25 Preview 높은 성장률에도 컨센서스는 하회 3Q25 연결매출 1,186억원, 영업이익 196억원으로 전년동기대비(이하 동일) 61, 40 신장 전망. 달바 퍼스트 스프레이 세럼미스트와 썬크림(톤업썬크림 포함) 중심으로 매출 고성장 지속.",data/clean_data.csv,0
"달바 퍼스트 스프레이 세럼미스트와 썬크림(톤업썬크림 포함) 중심으로 매출 고성장 지속. 신제품 비타토닝 캡슐 크림도 올리브영 내 판매 순위 상승하며 매출 기여도 확대 국가별로는 8, 러시아 35, 일본 155, 북미 95, 아세안 125 성장 전망. 다만 유통채널 믹스가 직전 분기와 차이 없어 계절성은 당분기도 지속될 전망. 2Q25 B2B 매출 비중 36로 3Q25도 유사한 걸로 파악. 전년동기대비 국가별 매출 고성장하지만 전분기대비로는 전반적 약세 블랙프라이데이, 크리스마스 앞두고 마케팅비 지출 증가.",data/clean_data.csv,0
"기존 광고선전비 지출 가정은 매출액 대비 19 예상했으나 기대보다 더 큰 지출이 있는 것을 감안해 22.5로 상향. 다만 4Q25 예정된 대규모 쇼핑 이벤트를 앞두고 진행되는 마케팅이라 볼 때 4Q25, 26년 매출에 대한 가정치는 유지. 품목 다각화하며 상장 시 언급되던 단점 해소 중 Valuation  Risk 현 주가 다시 매력적 목표 PER(주가수익비율) 25배로 기존 가정 유지. 추정치 하향으로 목표주가는 29만원에서 24만원으로 하향. 현 주가는 악재를 이미 반영 중",data/clean_data.csv,0
"제목: [대한항공] 3Q25 별도 Re: 자유롬지 못했던 미주
부제: 
날짜: 2025-10-22
작성자: 최민기
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920264&messageNumber=25157
본문: 신한생각 4분기는 여객화물 모두 좀 더 편안한 업황 기대 여객 주요 노선의 공급 경쟁이 심화되며 시장 대비 아웃퍼폼하던 대한항공 운임에도 영향.",data/clean_data.csv,1
"관세 우려에도 화물 수요가 견조하고, 단거리 노선 수요도 여전히 강한 점은 긍정적. 미주 노선의 불확실성 해소 여부에 주목 단거리 선방에도 미주 노선 약세, 기재 확충으로 감가상각비 부담 확대 별도 기준 3Q25 매출 4조 85억원(-5.5 이하 YoY), 영업이익 3,763억원(-39.2, OPM 9.4)으로 영업이익 기준 컨센서스 19 하회 1) 국제선 매출 2조 2,986억원(-7.8), 중국 등 단거리 노선 성장에도 미국 비자 정책 영향에 따른 미주 노선 부진과 공급 경쟁 심화로 운임 감소(-8).",data/clean_data.csv,1
"10월 장기 추석 연휴로 수요 이연도 영향 2) 화물 매출 1조 667억원(-4.7), 미-중 전자상거래 물량 감소에도 유럽중동으로의 탄력적 노선 운영으로 방어 3) 영업비용 3조 6,322억원(0.3), 연료비 하락(-13)에도 신규 기재 도입 추이가 빨라지며 감가상각비 증가(27) 4Q25 별도 매출 3조 9,911억원(-1.0) 및 영업이익 2,895억원(-24.8) 추정. 견조한 중국일본 노선 수요와 성수기를 맞은 화물 업황의 회복으로 국제선 및 화물 운임 선방 예상.",data/clean_data.csv,1
"유류비 부담이 감소함에도 감가상각비 및 달러 노출 비용의 부담이 확대되며 수익성 개선은 시간이 필요할 전망 Valuation  Risk 하방 압력은 크지 않은 밸류에이션 여객 경쟁 심화와 비용 증가 추이 반영해 실적 추정치 하향. 매크로 불확실성 잔존하나 12MF 기준 PBR 0.75배, EVEBITDA 4.8배로 저렴한 구간",data/clean_data.csv,1
"제목: [HMM] 3Q25 Pre: 시황 하락 지속, 공급 축소 필요
부제: 
날짜: 2025-10-22
작성자: 최민기
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920262&messageNumber=25156
본문: 신한생각 변수는 점차 줄어드는 중 컨테이너선 업황의 다운 사이클 진입 시그널 뚜렷해 분기 실적이 주가에 미치는 영향은 제한적.",data/clean_data.csv,2
"자사주 매입소각 종료 이후 주가는 조정 국면이나, 대주주 지분 매각 및 무역 정책 변경 등 이슈에 따른 주가 변동성은 잔존 컨테이너선 시황은 완연한 하락세, 공급 축소 추이를 지켜볼 필요 3Q25 매출 2조 6,915억원(-24.2 이하 YoY) 및 영업이익 3,443억원(-76.4) 추정. 3분기 운임 하락에도 컨테이너 영업이익은 5월말 운임 급등분이 일부 래깅되어 2,973억원(-79.8)으로 2분기 대비해서는 증가 예상 시황 부진은 4분기에도 이어질 전망. 관세 여파로 올해 중국발 성수기 물동량 효과는 부재.",data/clean_data.csv,2
"관세 여파로 올해 중국발 성수기 물동량 효과는 부재. 미-중 관세 변경 외에 수요 단의 개선 여지는 미미해, 컨테이너선사들의 공급 조절이 단기 운임 하락 속도를 결정할 변수. 미국 항만 수수료 부과에도 대형 중국 선사들의 서비스 유지 기조는 부담이나, 중소형 선사들을 시작으로 공선 항해와 서비스 감축이 늘어나는 분위기.",data/clean_data.csv,2
"당분간 선사들은 공급 축소로 손익분기점인 SCFI 1천pt 방어 시도할 것 Valuation  Risk 대세를 바꿀 만한 요인은 보이지 않는 상황 현재 주가는 12MF PBR 0.79배, EVEBITDA 5.9배로 조정에도 여전히 글로벌 경쟁사 평균을 소폭 상회하는 밸류에이션. 공급 측면의 업사이드 리스크가 될 수 있는 변수는 중국의 미국 선사선박 입항 수수료 부과로, 지분 25 이상 선주 포함 여부 등 구체적 가이드라인이 불확실한 상황.",data/clean_data.csv,2
"중장기 공급 과잉 부담을 해소할 정도는 아니나, 중국 당국의 제재 범위 확대 시 선복 재배치 등으로 단기적인 공급 혼란 효과는 발생 가능",data/clean_data.csv,2
"제목: SAMG엔터
부제: 주가도 4분기가 성수기일까요?
날짜: 2025-10-21
작성자: 김아람
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920201&messageNumber=25155
본문: 신한생각 콥데이 후기 기대를 낮추면 순항 중 25년, 26년 실적 추정치를 상향 조정할 만한 내용은 없었음. 그러나 긴 그림에서 업타겟 시장 진출을 위한 준비는 차곡차곡 되어가고 있다고 평가.",data/clean_data.csv,3
"그러나 긴 그림에서 업타겟 시장 진출을 위한 준비는 차곡차곡 되어가고 있다고 평가. 3분기 실적 부진할 것으로 예상되나 4분기 이후 주가재료가 풍부한 점을 감안하면 주가는 여전히 상방이 열려있음 부진할 3분기 vs. 주가 재료가 풍부할 4분기 3분기 매출액과 영업이익으로 각각(이하 YoY) 227억원(-9), -5억원(적자축소) 전망. 매출액 역성장의 가장 큰 원인은 영화 기저(3Q24 티켓 매출액 약 50억원 추정). 3분기는 전통적 완구 비수기인데다 주요 콜라보였던 SM 협업 매출이 대부분 4분기에 반영되며 고정비 부담 심화.",data/clean_data.csv,3
"라이선스 정산은 4분기 혹은 그 이후로 이연된 것으로 파악됨 4분기 주가 재료 다수 포진. 레거시 트랙(영유아향)으로는 1030 국내 캐치티니핑 S6, 연내 중국 캐치티니핑 S5 OTT 공개. S6는 공주 컨셉인 만큼 12월 완구 매출 기대. 뉴트랙(업타겟)으로는 에스파핑 추가 굿즈 및 SM 제3 아이돌 협업 공개. 애니멀 하츄핑 시리즈 포함한 자체 굿즈 라인업 다수 대기. 별도로 업타겟 관련 대형 프로젝트 준비 중.",data/clean_data.csv,3
"별도로 업타겟 관련 대형 프로젝트 준비 중. 빠르면 3분기 실적발표 전후해 내용 공개할 예정 Valuation  Risk 체감 상 시장의 관심도는 매우 높음 2분기 실적발표 이후 주가 하락이 컸던 이유는 오버행과 시장 기대치 대비 업타겟글로벌 성과가 올라오는 속도가 더뎠기 때문. 1) 오버행은 해소되어 가는 국면. 전환사채 300억원(발행주식수 대비 14.2) 중 약 150억원 블록딜로 소화, 90억원은 회사가 Call 보유(4.3). 2) 업타켓글로벌은 기대치 대비 속도 더딜 뿐 방향성 자체가 바뀌진 않았음.",data/clean_data.csv,3
2) 업타켓글로벌은 기대치 대비 속도 더딜 뿐 방향성 자체가 바뀌진 않았음. 3Q24~2Q25만큼 변화가 빠르지 않을 수 있어도 긴 그림에서 성장이 기대되는 회사,data/clean_data.csv,3
